sifra,naziv,razina
10.20.16,"Riblja jetra i ikra, zamrznuta",5
10.20.2,"Ribe, drugačije pripremljene ili konzervirane; kavijar i nadomjesci kavijara",4
10.20.21,"Riblji fileti, sušeni, soljeni ili u salamuri, ali nedimljeni",5
10.20.22,"Riblja jetra, ikra, peraje, glave, repovi, želuci i ostali jestivi otpaci i ostaci, sušeni, dimljeni, soljeni ili u salamuri; brašno, prah i pelete od ribe, prikladni za ljudsku prehranu",5
10.20.23,"Ribe, sušene, soljene ili nesoljene, ili u salamuri",5
10.20.24,"Riba, dimljena",5
10.20.25,"Riba, drugačije pripremljena ili konzervirana",5
10.20.26,Kavijar i nadomjesci kavijara,5
10.20.3,"Rakovi, mekušci, morske alge i ostali vodeni beskralježnjaci, zamrznuti, pripremljeni ili konzervirani",4
10.20.31,"Rakovi, zamrznuti, sušeni, soljeni ili u salamuri",5
10.20.32,"Mekušci, zamrznuti, sušeni, soljeni ili u salamuri",5
10.20.33,"Ostali vodeni beskralježnjaci i morske alge, zamrznuti, sušeni, soljeni ili u salamuri",5
10.20.34,"Rakovi, mekušci i ostali vodeni beskralježnjaci i morske alge, zamrznuti, drugačije pripremljeni ili konzervirani",5
10.20.4,"Brašno, krupica i pelete, neprikladni za ljudsku prehranu, i ostali proizvodi od riba, rakova, mekušaca ili drugih vodenih beskralježnjaka ili morskih algi",4
10.20.41,"Brašno, krupica i pelete od riba, rakova, mekušaca ili drugih vodenih beskralježnjaka ili morskih algi, neprikladni za ljudsku prehranu",5
10.20.42,"Ostali nejestivi proizvodi od riba, rakova, mekušaca ili drugih vodenih beskralježnjaka ili morskih algi",5
10.20.9,"Dimljenje i druge usluge konzerviranja i pripremanja u proizvodnji ribljih proizvoda; podugovarateljski poslovi kao dio prerade i konzerviranja riba, rakova i mekušaca",4
10.20.91,Dimljenje i druge usluge konzerviranja i pripremanja u proizvodnji ribljih proizvoda,5
10.20.99,"Podugovarateljski poslovi kao dio prerade i konzerviranja riba, rakova i mekušaca",5
10.3,Prerađeno i konzervirano voće i povrće,2
10.31,Prerađeni i konzervirani krumpir,3
10.31.1,Prerađeni i konzervirani krumpir,4
10.31.11,"Krumpir, zamrznut",5
10.31.12,"Sušeni krumpir, rezan ili ne, u ploškama ili ne, ali dalje nepripremljen",5
10.31.13,"Sušeni krumpir, u obliku brašna, krupice, pahuljica, granula i peleta",5
10.31.14,"Krumpir, pripremljen ili konzerviran",5
10.31.9,Kuhanje i ostale usluge pripremanja krumpira i proizvoda od krumpira; podugovarateljski poslovi kao dio prerade i konzerviranja krumpira,4
10.31.91,Kuhanje i ostale usluge pripremanja krumpira i proizvoda od krumpira,5
10.31.99,Podugovarateljski poslovi kao dio prerade i konzerviranja krumpira,5
10.32,Sokovi od voća i povrća,3
10.32.1,Sokovi od voća i povrća,4
10.32.11,Sok od rajčice,5
10.32.12,Sok od naranče,5
10.32.13,Sok od grejpfruta,5
10.32.14,Sok od ananasa,5
10.32.15,Sok od grožđa,5
10.32.16,Sok od jabuke,5
10.32.17,"Miješani sokovi, od voća i povrća",5
10.32.18,Ostali sokovi od voća i povrća,5
10.32.9,Podugovarateljski poslovi kao dio proizvodnje sokova od voća i povrća,4
10.32.99,Podugovarateljski poslovi kao dio proizvodnje sokova od voća i povrća,5
10.39,Ostalo prerađeno i konzervirano voće i povrće,3
10.39.1,"Prerađeno i konzervirano povrće, osim krumpira",4
10.39.11,"Povrće, zamrznuto",5
10.39.12,"Povrće, privremeno konzervirano",5
10.39.13,"Povrće, sušeno",5
10.39.14,Narezano i pakirano povrće i voće,5
10.39.15,"Grah, konzerviran, ali ne u octu ili octenoj kiselini, osim pripremljenih jela od povrća",5
10.39.16,"Grašak, konzerviran, ali ne u octu ili octenoj kiselini, osim pripremljenih jela od povrća",5
10.39.17,"Ostalo povrće (osim krumpira), konzervirano, ali ne u octu ili octenoj kiselini, osim pripremljenih jela od povrća",5
10.39.18,"Povrće (osim krumpira), voće, orašasti plodovi i ostali jestivi dijelovi biljaka, pripremljeni ili konzervirani u octu ili octenoj kiselini",5
10.39.2,Prerađeno i konzervirano voće i orašasti plodovi,4
10.39.21,"Voće i orašasti plodovi, nekuhani ili kuhani, zamrznuti",5
10.39.22,"Džemovi, voćni želei te pire i paste od voća ili orašastih plodova",5
10.39.23,"Orašasti plodovi i kikiriki, prženi, soljeni ili drugačije pripremljeni",5
10.39.24,"Voće i orašasti plodovi, privremeno konzervirani, neprikladni za neposrednu konzumaciju",5
10.39.25,"Kikiriki i orašasti plodovi, neljušteni",5
10.39.26,"Ostalo pripremljeno, sušeno ili konzervirano voće i orašasti plodovi",5
10.39.3,"Biljni materijali i biljni otpaci, biljni ostaci i nusproizvodi",4
10.39.30,"Biljni materijali i biljni otpaci, biljni ostaci i nusproizvodi",5
10.39.9,Kuhanje i ostale usluge pripremanja za konzerviranje voća i povrća; podugovarateljski poslovi kao dio prerade i konzerviranja ostalog voća i povrća,4
10.39.91,Kuhanje i ostale usluge pripremanja za konzerviranje voća i povrća,5
10.39.99,Podugovarateljski poslovi kao dio prerade i konzerviranja ostalog voća i povrća,5
10.4,Biljna i životinjska ulja i masti,2
10.41,Ulja i masti,3
10.41.1,Sirova životinjska ulja i masti te njihove frakcije,4
10.41.11,"Stearin od svinjske masti, ulje od svinjske masti, oleostearin, oleo ulje i ulje od loja, neemulgirani, nemiješani niti na drugi način pripremljeni",5
10.41.12,Ulja i masti te njihove frakcije od riba i morskih sisavaca,5
10.41.13,"Ostala životinjska ulja i masti te njihove frakcije, rafinirani ili nerafinirani, ali kemijski nemodificirani",5
10.41.2,Sirova biljna ulja,4
10.41.21,Sirovo ulje kikirikija,5
10.41.22,Sirovo maslinovo ulje,5
10.41.23,Sirovo ulje od sjemena suncokreta,5
10.41.24,"Sirovo ulje repice, kolze i gorušice",5
10.41.25,Sirovo palmino ulje,5
10.41.26,Ostala sirova biljna ulja,5
10.41.3,Pamučni linters,4
10.41.30,Pamučni linters,5
10.41.4,Uljane pogače i ostali kruti ostaci biljnih ulja i masti; brašno i krupica od uljanog sjemenja i plodova,4
10.41.41,Uljane pogače i ostali kruti ostaci biljnih ulja i masti;,5
10.41.42,"Brašno i krupica od uljanog sjemenja i plodova, osim od gorušice",5
10.41.5,"Rafinirana ulja, osim ostataka",4
10.41.51,"Sojino ulje i njegove frakcije, rafinirani, ali kemijski nemodificirani",5
10.41.52,"Ulje kikirikija i njegove frakcije, rafinirani, ali kemijski nemodificirani",5
10.41.53,"Maslinovo ulje i njegove frakcije, rafinirani, ali kemijski nemodificirani",5
10.41.54,"Ulje od sjemena suncokreta i njegove frakcije, rafinirani, ali kemijski nemodificirani",5
10.41.55,"Ulje od sjemena pamuka i njegove frakcije, rafinirani, ali kemijski nemodificirani",5
10.41.56,"Ulje repice, kolze i gorušice i njihove frakcije, rafinirani, ali kemijski nemodificirani",5
10.41.57,"Palmino ulje i njegove frakcije, rafinirani, ali kemijski nemodificirani",5
10.41.58,"Kokosovo ulje i njegove frakcije, rafinirani, ali kemijski nemodificirani",5
10.41.59,"Ostala ulja i njihove frakcije, rafinirani, ali kemijski nemodificirani; čvrste biljne masti i ostala biljna ulja (osim kukuruznog ulja) te njihove frakcije, d. n., rafinirani, ali kemijski nemodificirani",5
10.41.6,"Biljne ili životinjske masti i ulja te njihove frakcije, hidrogenirani, esterificirani, ali dalje nepripremljeni",4
10.41.60,"Biljne ili životinjske masti i ulja te njihove frakcije, hidrogenirani, esterificirani, ali dalje nepripremljeni",5
10.41.7,Biljni voskovi; degras; ostaci od prerade masnih tvari i životinjskih ili biljnih voskova,4
10.41.71,Biljni voskovi,5
10.41.72,Degras; ostaci od prerade masnih tvari i životinjskih ili biljnih voskova,5
10.41.9,Podugovarateljski poslovi kao dio proizvodnje ulja i masti,4
10.41.99,Podugovarateljski poslovi kao dio proizvodnje ulja i masti,5
10.42,Margarin i slične jestive masti,3
10.42.1,Margarin i slične jestive masti,4
10.42.10,Margarin i slične jestive masti,5
10.42.9,Podugovarateljski poslovi kao dio proizvodnje margarina i sličnih jestivih masti,4
10.42.99,Podugovarateljski poslovi kao dio proizvodnje margarina i sličnih jestivih masti,5
10.5,Mliječni proizvodi i jestivi ledeni proizvodi,2
10.51,Proizvodi od mlijeka i sira,3
10.51.1,Prerađeno tekuće mlijeko i vrhnje,4
10.5,1.11Prerađeno tekuće mlijeko s ≤ 6 % masti,2
10.5,"1.12Mlijeko i vrhnje s > 6 % masti, nekoncentrirano i nezaslađeno",2
10.51.2,Mlijeko i vrhnje u krutim oblicima,4
10.51.21,Obrano mlijeko i vrhnje u prahu,5
10.51.22,Punomasno mlijeko i vrhnje u prahu,5
10.51.3,Maslac i mliječni namazi,4
10.51.30,Maslac i mliječni namazi,5
10.51.4,Sir i skuta,4
10.51.40,Sir i skuta,5
10.51.5,Ostali mliječni proizvodi,4
10.51.51,"Mlijeko i vrhnje, koncentrirani ili zaslađeni šećerom i drugim sladilima, osim u krutim oblicima",5
10.51.52,Jogurt i ostalo fermentirano ili zakiseljeno mlijeko i vrhnje,5
10.51.53,Napitci na bazi mlijeka,5
10.51.54,Kazein,5
10.51.55,Laktoza i laktozni sirup,5
10.51.56,Surutka,5
10.51.59,"Ostali mliječni proizvodi, d. n.",5
10.51.9,Podugovarateljski poslovi kao dio proizvodnje proizvoda od mlijeka i sira,4
10.51.99,Podugovarateljski poslovi kao dio proizvodnje proizvoda od mlijeka i sira,5
10.52,Sladoled i ostali jestivi ledeni proizvodi,3
10.52.1,Sladoled i ostali jestivi ledeni proizvodi,4
10.52.10,Sladoled i ostali jestivi ledeni proizvodi,5
10.52.9,Podugovarateljski poslovi kao dio proizvodnje sladoleda i ostalih jestivih ledenih proizvoda,4
10.52.99,Podugovarateljski poslovi kao dio proizvodnje sladoleda i ostalih jestivih ledenih proizvoda,5
10.6,"Mlinski proizvodi, škrob i škrobni proizvodi",2
10.61,Mlinski proizvodi,3
10.61.1,"Riža, polubijela ili bijela, ili oljuštena ili lomljena",4
10.61.11,Oljuštena riža (smeđa),5
10.61.12,"Riža, polubijela ili bijela ili lomljena",5
10.61.2,Brašno od žitarica i povrća; njihove mješavine,4
10.61.21,Brašno od pšenice ili suražice,5
10.61.22,Brašno od ostalih žitarica,5
10.61.23,Brašno i krupica od povrća,5
10.61.24,Mješavine i tijesto za pripremu pekarskih proizvoda,5
10.61.3,"Prekrupa, krupica, pelete i ostali proizvodi od žitarica",4
10.61.31,Prekrupa i krupica od pšenice,5
10.61.32,"Ostala prekrupa, krupica i pelete od žitarica",5
10.61.33,Žitarice za doručak i ostali proizvodi od žitarica,5
10.61.4,Posije (mekinje) i drugi ostaci od obrade žitarica,4
10.61.40,Posije (mekinje) i drugi ostaci od obrade žitarica,5
10.61.9,Podugovarateljski poslovi kao dio proizvodnje mlinskih proizvoda,4
10.61.99,Podugovarateljski poslovi kao dio proizvodnje mlinskih proizvoda,5
10.62,Škrob i škrobni proizvodi,3
10.62.1,Škrob i škrobni proizvodi; ostali šećeri i šećerni sirupi,4
10.62.11,Škrob; inulin; pšenični gluten; dekstrini i drugi modificirani škrobovi,5
10.62.12,"Tapioka i njezini nadomjesci pripremljeni od škroba, u obliku pahuljica, zrnaca i slično",5
10.62.13,Glukoza i glukozni sirup; fruktoza i fruktozni sirup; invertni šećer; ostali šećeri i šećerni sirupi,5
10.62.14,Kukuruzno ulje,5
10.62.2,Ostaci od proizvodnje škroba i slični ostaci,4
10.62.20,Ostaci od proizvodnje škroba i slični ostaci,5
10.62.9,Podugovarateljski poslovi kao dio proizvodnje škroba i škrobnih proizvoda,4
10.62.99,Podugovarateljski poslovi kao dio proizvodnje škroba i škrobnih proizvoda,5
10.7,Pekarski proizvodi i tjestenine,2
10.71,"Kruh, svježa peciva i slični proizvodi te kolači",3
10.71.1,"Kruh, svježa peciva i slični proizvodi te kolači",4
10.71.11,Svježi kruh,5
10.71.12,Svježa peciva i kolači,5
10.71.9,"Podugovarateljski poslovi kao dio proizvodnje kruha, svježih peciva i sličnih proizvoda te kolača",4
10.71.99,"Podugovarateljski poslovi kao dio proizvodnje kruha, svježih peciva i sličnih proizvoda te kolača",5
10.72,Dvopek i keksi; trajna peciva i kolači,3
10.72.1,Dvopek i keksi; trajna peciva i kolači,4
10.72.11,"Hruskavi kruh (krisp), dvopek, tostirani kruh i slični prepečeni proizvodi",5
10.72.12,Medenjaci i slični proizvodi; slatki keksi; vafli i oblate,5
10.72.13,Ostali suhi i trajni pekarski proizvodi,5
10.72.9,"Podugovarateljski poslovi kao dio proizvodnje dvopeka, keksa, trajnih peciva i kolača",4
10.72.99,"Podugovarateljski poslovi kao dio proizvodnje dvopeka, keksa, trajnih peciva i kolača",5
10.73,"Makaroni, rezanci, kuskus i slična tjestenina",3
10.73.1,"Makaroni, rezanci, kuskus i slična tjestenina",4
10.73.11,"Makaroni, rezanci, kuskus i slična tjestenina",5
10.73.12,Kuskus,5
10.73.9,"Podugovarateljski poslovi kao dio proizvodnje makarona, rezanaca, kuskusa i sličnih tjestenina",4
10.73.99,"Podugovarateljski poslovi kao dio proizvodnje makarona, rezanaca, kuskusa i sličnih tjestenina",5
10.8,Ostali prehrambeni proizvodi,2
10.81,Šećer,3
10.81.1,Sirovi ili rafinirani šećer od šećerne trske ili šećerne repe; melase,4
10.81.11,"Sirovi šećer od šećerne trske ili šećerne repe, u krutom stanju",5
10.81.12,"Rafinirani šećer od šećerne trske ili šećerne repe te kemijski čista saharoza, u krutom stanju, bez dodanih tvari za aromatizaciju ili za bojenje",5
10.81.13,"Rafinirani šećer od šećerne trske ili šećerne repe, s dodanim tvarima za aromatizaciju ili za bojenje; šećer i sirup od javora",5
10.81.14,Melase,5
10.81.2,"Rezanci šećerne repe, otpaci od šećerne trske i ostali otpaci od proizvodnje šećera",4
10.81.20,"Rezanci šećerne repe, otpaci od šećerne trske i ostali otpaci od proizvodnje šećera",5
10.81.9,Podugovarateljski poslovi kao dio proizvodnje šećera,4
10.81.99,Podugovarateljski poslovi kao dio proizvodnje šećera,5
10.82,"Kakao, čokoladni proizvodi i proizvodi od šećera",3
10.82.1,"Kakaova pasta, odmašćena ili neodmašćena, kakaov maslac, mast i ulje od kakaa, kakaov prah",4
10.82.11,"Kakaova pasta, odmašćena ili neodmašćena",5
10.82.12,"Kakaov maslac, mast i ulje od kakaa",5
10.82.13,Kakaov prah bez dodanog šećera ili drugih sladila,5
10.82.14,Kakaov prah s dodanim šećerom ili drugim sladilima,5
10.82.2,Čokolada i ostali proizvodi od šećera,4
10.82.21,"Čokolada i pripravci koji sadržavaju kakao (osim zaslađenog kakaova praha), u rasutom stanju",5
10.82.22,"Čokolada i pripravci koji sadržavaju kakao (osim zaslađenog kakaova praha), osim u rasutom stanju",5
10.82.23,Proizvodi od šećera koji ne sadržavaju kakao,5
10.82.24,"Voće, orašasti plodovi, kore od voća i drugi dijelovi biljaka, konzervirani u šećeru",5
10.82.3,"Ljuske, kore, opne i ostali otpaci od kakaa",4
10.82.30,"Ljuske, kore, opne i ostali otpaci od kakaa",5
10.82.9,"Podugovarateljski poslovi kao dio proizvodnje kakao, čokoladnih proizvoda i proizvoda od šećera",4
10.82.99,"Podugovarateljski poslovi kao dio proizvodnje kakao, čokoladnih proizvoda i proizvoda od šećera",5
10.83,Prerađeni čaj i kava,3
10.83.1,Prerađeni čaj i kava,4
10.83.11,"Kava, bez kofeina ili pržena",5
10.83.12,"Nadomjesci kave; ekstrakti, esencije i koncentrati kave ili nadomjestaka kave; ljuske i opne od kave",5
10.8,"3.13Zeleni čaj (nefermentirani), crni čaj (fermentirani) i djelomično fermentirani čaj, u izvornom pakiranju od ≤ 3 kg",2
10.83.14,"Ekstrakti, esencije, koncentrati i preparati čaja ili mate-čaja",5
10.83.15,Biljni ekstrakti,5
10.83.9,Podugovarateljski poslovi kao dio prerade čaja i kave,4
10.83.99,Podugovarateljski poslovi kao dio prerade čaja i kave,5
10.84,Začini i drugi dodaci hrani,3
10.84.1,Ocat; umaci; miješani dodaci jelima; brašno i krupica od gorušice; pripremljena gorušica (senf),4
10.84.11,Ocat i nadomjesci octa dobiveni od octene kiseline,5
10.84.12,Umaci; miješani dodaci jelima i miješani začini; brašno i krupica od gorušice i pripremljena gorušica (senf),5
10.84.2,"Začini, prerađeni",4
10.84.21,"Papar (vrsta Piper), prerađeni",5
10.84.22,"Čili i papar, suhi (vrsta Capiscum), prerađeni",5
10.84.23,"Cimet (Canella), prerađeni; ostali prerađeni začini",5
10.84.3,Sol za jelo,4
10.84.30,Sol za jelo,5
10.84.9,Podugovarateljski poslovi kao dio proizvodnje začina i drugih dodataka hrani,4
10.84.99,Podugovarateljski poslovi kao dio proizvodnje začina i drugih dodataka hrani,5
10.85,Gotova hrana i jela,3
10.85.1,Gotova hrana i jela,4
10.85.11,"Gotova jela na bazi mesa, jestivih mesnih otpadaka i ostataka ili krvi",5
10.85.12,"Gotova jela na bazi ribe, rakova i mekušaca",5
10.85.13,Gotova jela na bazi povrća,5
10.85.14,Gotova jela na bazi tjestenine,5
10.85.15,Ostala gotova hrana i jela,5
10.85.9,Podugovarateljski poslovi kao dio proizvodnje gotove hrane i jela,4
10.85.99,Podugovarateljski poslovi kao dio proizvodnje gotove hrane i jela,5
10.86,Homogenizirani prehrambeni pripravci i dijetetska hrana,3
10.86.1,Homogenizirani prehrambeni pripravci i dijetetska hrana,4
10.86.10,Homogenizirani prehrambeni pripravci i dijetetska hrana,5
10.86.9,Podugovarateljski poslovi kao dio proizvodnje homogeniziranih prehrambenih pripravaka i dijetetske hrane,4
10.86.99,Podugovarateljski poslovi kao dio proizvodnje homogeniziranih prehrambenih pripravaka i dijetetske hrane,5
10.89,"Ostali prehrambeni proizvodi, d. n.",3
10.89.1,"Ostali prehrambeni proizvodi, d. n.",4
10.89.11,"Juhe, uključujući mesne, i pripravci za juhe",5
10.89.12,"Jaja, bez ljuske, i žumanjci, svježi ili konzervirani; jaja u ljusci, konzervirana ili kuhana; albumin od jaja",5
10.89.13,"Kvasci (aktivni ili neaktivni); ostali jednostanični mikroorganizmi, mrtvi; pripremljeni prašci za peciva",5
10.89.14,"Ekstrakti i sokovi od mesa, riba i vodenih beskralježnjaka",5
10.89.15,Biljni sokovi i ekstrakti; pektinske tvari; biljne sluzi i zgušnjivači,5
10.89.16,Pripremljeni pokvarljivi prehrambeni proizvodi kao što su sendviči i svježa pizza,5
10.89.17,Dodaci ljudskoj prehrani,5
10.89.19,"Ostali raznovrsni prehrambeni proizvodi, d. n.",5
10.89.9,"Podugovarateljski poslovi kao dio proizvodnje ostalih prehrambenih proizvoda, d. n.",4
10.89.99,"Podugovarateljski poslovi kao dio proizvodnje ostalih prehrambenih proizvoda, d. n.",5
10.9,Pripremljena hrana za životinje,2
10.91,Pripremljena stočna hrana,3
10.91.1,"Pripremljena stočna hrana, osim brašna i peleta od lucerne",4
10.91.10,"Pripremljena stočna hrana, osim brašna i peleta od lucerne",5
10.91.2,Brašno i pelete od lucerne (alfalfe),4
10.91.20,Brašno i pelete od lucerne (alfalfe),5
10.91.3,"Pripremljena hrana za akvakulturu, osim brašna i peleta od lucerne",4
10.91.30,"Pripremljena hrana za akvakulturu, osim brašna i peleta od lucerne",5
10.91.9,Podugovarateljski poslovi kao dio proizvodnje pripremljene stočne hrane,4
10.91.99,Podugovarateljski poslovi kao dio proizvodnje pripremljene stočne hrane,5
10.92,Pripremljena hrana za kućne ljubimce,3
10.92.1,Pripremljena hrana za kućne ljubimce,4
10.92.10,Pripremljena hrana za kućne ljubimce,5
10.92.9,Podugovarateljski poslovi kao dio proizvodnje pripremljene hrane za kućne ljubimce,4
10.92.99,Podugovarateljski poslovi kao dio proizvodnje pripremljene hrane za kućne ljubimce,5
11,Piće,1
11.0,Piće,2
11.01,"Destilirana, pročišćena i miješana alkoholna pića",3
11.01.1,"Destilirana, pročišćena i miješana alkoholna pića",4
11.01.10,"Destilirana, pročišćena i miješana alkoholna pića",5
11.01.9,"Podugovarateljski poslovi kao dio proizvodnje destiliranih, pročišćenih i miješanih alkoholnih pića",4
11.01.99,"Podugovarateljski poslovi kao dio proizvodnje destiliranih, pročišćenih i miješanih alkoholnih pića",5
11.02,Vino od grožđa,3
11.02.1,Vino od svježega grožđa; mošt od grožđa,4
11.02.11,Pjenušavo vino od svježega grožđa,5
11.02.12,"Vino od svježega grožđa, osim pjenušavoga vina; mošt od grožđa",5
11.02.2,"Vino, bezalkoholno",4
11.02.20,"Vino, bezalkoholno",5
11.02.3,Vinski talog; vinski kamen,4
11.02.30,Vinski talog; vinski kamen,5
11.02.9,Podugovarateljski poslovi kao dio proizvodnje vina od grožđa,4
11.02.99,Podugovarateljski poslovi kao dio proizvodnje vina od grožđa,5
11.03,"Ostala fermentirana pića (npr. jabukovača, kruškovača, medovina); miješana pića koja sadržavaju alkohol",3
11.03.1,"Ostala fermentirana pića (npr. jabukovača, kruškovača, medovina); miješana pića koja sadržavaju alkohol",4
